"activities-heart__value__restingHeartRate","activities-heart__value__heartRateZones__max","activities-heart__value__heartRateZones__caloriesOut","activities-heart__value__heartRateZones__minutes","activities-heart__value__heartRateZones__name","activities-heart__value__heartRateZones__min","activities-heart__dateTime","activities-heart-intraday__datasetType","activities-heart-intraday__datasetInterval","activities-heart-intraday__dataset__value","activities-heart-intraday__dataset__time"
"","","","","","","","","","69","01:50:10"
"","","","","","","","","","72","01:50:20"
"","","","","","","","","","72","01:50:25"
"","","","","","","","","","79","01:50:40"
"","","","","","","","","","96","01:50:50"
"","","","","","","","","","84","01:51:00"
"","","","","","","","","","79","01:51:10"
"","","","","","","","","","75","01:51:20"
"","","","","","","","","","75","01:51:35"
"","","","","","","","","","74","01:51:40"
"","","","","","","","","","75","01:51:50"
"","","","","","","","","","75","01:52:05"
"","","","","","","","","","74","01:52:10"
"","","","","","","","","","66","01:52:20"
"","","","","","","","","","65","01:52:30"
"","","","","","","","","","69","01:52:40"
"","","","","","","","","","65","01:52:50"
"","","","","","","","","","66","01:53:00"
"","","","","","","","","","65","01:53:10"
"","","","","","","","","","64","01:53:20"
"","","","","","","","","","66","01:53:30"
"","","","","","","","","","66","01:53:45"
"","","","","","","","","","67","01:53:50"
"","","","","","","","","","69","01:54:00"
"","","","","","","","","","70","01:54:10"
"","","","","","","","","","69","01:54:20"
"","","","","","","","","","68","01:54:30"
"","","","","","","","","","69","01:54:40"
"","","","","","","","","","70","01:54:50"
"","","","","","","","","","69","01:55:00"
"","","","","","","","","","69","01:55:15"
"","","","","","","","","","68","01:55:20"
"","","","","","","","","","67","01:55:30"
"","","","","","","","","","69","01:55:40"
"","","","","","","","","","68","01:55:50"
"","","","","","","","","","68","01:56:05"
"","","","","","","","","","70","01:56:20"
"","","","","","","","","","69","01:56:30"
"","","","","","","","","","69","01:56:40"
"","","","","","","","","","76","01:56:50"
"","","","","","","","","","71","01:57:00"
"","","","","","","","","","69","01:57:10"
"","","","","","","","","","67","01:57:20"
"","","","","","","","","","67","01:57:35"
"","","","","","","","","","68","01:57:40"
"","","","","","","","","","70","01:57:50"
"","","","","","","","","","70","01:58:05"
"","","","","","","","","","71","01:58:10"
"","","","","","","","","","69","01:58:20"
"","","","","","","","","","69","01:58:35"
"","","","","","","","","","71","01:58:40"
"","","","","","","","","","74","01:58:50"
"","","","","","","","","","73","01:59:00"
"","","","","","","","","","70","01:59:10"
"","","","","","","","","","71","01:59:20"
"","","","","","","","","","70","01:59:30"
"","","","","","","","","","72","01:59:40"
"","","","","","","","","","75","01:59:50"
"","","","","","","","","","72","02:00:00"
"","","","","","","","","","74","02:00:10"
"","","","","","","","","","71","02:00:20"
"","","","","","","","","","71","02:00:35"
"","","","","","","","","","72","02:00:40"
"","","","","","","","","","75","02:00:50"
"","","","","","","","","","74","02:01:00"
"","","","","","","","","","72","02:01:10"
"","","","","","","","","","72","02:01:25"
"","","","","","","","","","71","02:01:30"
"","","","","","","","","","71","02:01:45"
"","","","","","","","","","77","02:02:00"
"","","","","","","","","","71","02:02:10"
"","","","","","","","","","71","02:02:25"
"","","","","","","","","","72","02:02:30"
"","","","","","","","","","71","02:02:40"
"","","","","","","","","","73","02:02:50"
"","","","","","","","","","73","02:03:05"
"","","","","","","","","","75","02:03:10"
"","","","","","","","","","82","02:03:20"
"","","","","","","","","","73","02:03:30"
"","","","","","","","","","71","02:03:40"
"","","","","","","","","","72","02:03:50"
"","","","","","","","","","71","02:04:00"
"","","","","","","","","","71","02:04:10"
"","","","","","","","","","72","02:04:20"
"","","","","","","","","","74","02:04:30"
"","","","","","","","","","74","02:04:45"
"","","","","","","","","","76","02:04:50"
"","","","","","","","","","75","02:05:00"
"","","","","","","","","","76","02:05:10"
"","","","","","","","","","75","02:05:20"
"","","","","","","","","","75","02:05:35"
"","","","","","","","","","76","02:05:50"
"","","","","","","","","","72","02:06:00"
"","","","","","","","","","71","02:06:10"
"","","","","","","","","","73","02:06:20"
"","","","","","","","","","72","02:06:30"
"","","","","","","","","","70","02:06:40"
"","","","","","","","","","73","02:06:50"
"","","","","","","","","","73","02:07:05"
"","","","","","","","","","75","02:07:10"
"","","","","","","","","","77","02:07:20"
"","","","","","","","","","77","02:07:35"
"","","","","","","","","","72","02:07:40"
"","","","","","","","","","72","02:07:45"
"","","","","","","","","","73","02:07:50"
"","","","","","","","","","73","02:08:05"
"","","","","","","","","","89","02:08:10"
"","","","","","","","","","79","02:08:20"
"","","","","","","","","","76","02:08:30"
"","","","","","","","","","76","02:08:45"
"","","","","","","","","","71","02:08:50"
"","","","","","","","","","73","02:09:00"
"","","","","","","","","","72","02:09:10"
"","","","","","","","","","72","02:09:25"
"","","","","","","","","","70","02:09:40"
"","","","","","","","","","70","02:09:55"
"","","","","","","","","","68","02:10:00"
"","","","","","","","","","69","02:10:10"
"","","","","","","","","","71","02:10:20"
"","","","","","","","","","72","02:10:30"
"","","","","","","","","","71","02:10:40"
"","","","","","","","","","69","02:10:50"
"","","","","","","","","","69","02:11:05"
"","","","","","","","","","71","02:11:10"
"","","","","","","","","","71","02:11:25"
"","","","","","","","","","68","02:11:30"
"","","","","","","","","","70","02:11:40"
"","","","","","","","","","71","02:11:50"
"","","","","","","","","","69","02:12:00"
"","","","","","","","","","68","02:12:10"
"","","","","","","","","","69","02:12:20"
"","","","","","","","","","70","02:12:30"
"","","","","","","","","","70","02:12:40"
"","","","","","","","","","70","02:12:55"
"","","","","","","","","","70","02:13:10"
"","","","","","","","","","69","02:13:20"
"","","","","","","","","","70","02:13:30"
"","","","","","","","","","71","02:13:40"
"","","","","","","","","","70","02:13:50"
"","","","","","","","","","70","02:14:05"
"","","","","","","","","","71","02:14:10"
"","","","","","","","","","72","02:14:20"
"","","","","","","","","","70","02:14:30"
"","","","","","","","","","70","02:14:45"
"","","","","","","","","","69","02:14:50"
"","","","","","","","","","70","02:15:00"
"","","","","","","","","","70","02:15:15"
"","","","","","","","","","69","02:15:20"
"","","","","","","","","","70","02:15:30"
"","","","","","","","","","70","02:15:45"
"","","","","","","","","","71","02:15:50"
"","","","","","","","","","70","02:16:00"
"","","","","","","","","","70","02:16:15"
"","","","","","","","","","70","02:16:30"
"","","","","","","","","","69","02:16:40"
"","","","","","","","","","69","02:16:55"
"","","","","","","","","","70","02:17:00"
"","","","","","","","","","70","02:17:15"
"","","","","","","","","","71","02:17:30"
"","","","","","","","","","72","02:17:40"
"","","","","","","","","","71","02:17:50"
"","","","","","","","","","71","02:18:05"
"","","","","","","","","","70","02:18:20"
"","","","","","","","","","73","02:18:30"
"","","","","","","","","","71","02:18:40"
"","","","","","","","","","69","02:18:50"
"","","","","","","","","","70","02:19:00"
"","","","","","","","","","68","02:19:10"
"","","","","","","","","","68","02:19:25"
"","","","","","","","","","69","02:19:30"
"","","","","","","","","","70","02:19:40"
"","","","","","","","","","69","02:19:50"
"","","","","","","","","","70","02:20:00"
"","","","","","","","","","70","02:20:15"
"","","","","","","","","","69","02:20:30"
"","","","","","","","","","69","02:20:45"
"","","","","","","","","","70","02:20:50"
"","","","","","","","","","71","02:21:00"
"","","","","","","","","","71","02:21:15"
"","","","","","","","","","69","02:21:20"
"","","","","","","","","","69","02:21:35"
"","","","","","","","","","72","02:21:40"
"","","","","","","","","","71","02:21:50"
"","","","","","","","","","71","02:22:05"
"","","","","","","","","","70","02:22:10"
"","","","","","","","","","70","02:22:25"
"","","","","","","","","","70","02:22:30"
"","","","","","","","","","69","02:22:40"
"","","","","","","","","","70","02:22:50"
"","","","","","","","","","69","02:23:00"
"","","","","","","","","","70","02:23:10"
"","","","","","","","","","71","02:23:20"
"","","","","","","","","","71","02:23:35"
"","","","","","","","","","69","02:23:40"
"","","","","","","","","","69","02:23:55"
"","","","","","","","","","70","02:24:00"
"","","","","","","","","","71","02:24:10"
"","","","","","","","","","71","02:24:25"
"","","","","","","","","","71","02:24:40"
"","","","","","","","","","68","02:24:50"
"","","","","","","","","","70","02:25:00"
"","","","","","","","","","70","02:25:15"
"","","","","","","","","","71","02:25:20"
"","","","","","","","","","72","02:25:30"
"","","","","","","","","","70","02:25:40"
"","","","","","","","","","69","02:25:50"
"","","","","","","","","","69","02:26:05"
"","","","","","","","","","68","02:26:10"
"","","","","","","","","","69","02:26:20"
"","","","","","","","","","69","02:26:35"
"","","","","","","","","","77","02:26:50"
"","","","","","","","","","77","02:27:05"
"","","","","","","","","","66","02:27:10"
"","","","","","","","","","66","02:27:25"
"","","","","","","","","","64","02:27:30"
"","","","","","","","","","65","02:27:40"
"","","","","","","","","","67","02:27:50"
"","","","","","","","","","68","02:28:00"
"","","","","","","","","","67","02:28:10"
"","","","","","","","","","68","02:28:20"
"","","","","","","","","","67","02:28:30"
"","","","","","","","","","68","02:28:40"
"","","","","","","","","","69","02:28:50"
"","","","","","","","","","70","02:29:00"
"","","","","","","","","","69","02:29:10"
"","","","","","","","","","68","02:29:20"
"","","","","","","","","","67","02:29:30"
"","","","","","","","","","68","02:29:40"
"","","","","","","","","","69","02:29:50"
"","","","","","","","","","69","02:30:05"
"","","","","","","","","","71","02:30:10"
"","","","","","","","","","70","02:30:20"
"","","","","","","","","","68","02:30:30"
"","","","","","","","","","69","02:30:40"
"","","","","","","","","","69","02:30:55"
"","","","","","","","","","67","02:31:00"
"","","","","","","","","","67","02:31:15"
"","","","","","","","","","67","02:31:30"
"","","","","","","","","","67","02:31:45"
"","","","","","","","","","66","02:31:50"
"","","","","","","","","","66","02:32:05"
"","","","","","","","","","69","02:32:10"
"","","","","","","","","","70","02:32:20"
"","","","","","","","","","70","02:32:35"
"","","","","","","","","","68","02:32:50"
"","","","","","","","","","69","02:33:00"
"","","","","","","","","","69","02:33:15"
"","","","","","","","","","68","02:33:20"
"","","","","","","","","","68","02:33:35"
"","","","","","","","","","67","02:33:40"
"","","","","","","","","","68","02:33:50"
"","","","","","","","","","68","02:34:05"
"","","","","","","","","","68","02:34:20"
"","","","","","","","","","67","02:34:30"
"","","","","","","","","","68","02:34:40"
"","","","","","","","","","68","02:34:55"
"","","","","","","","","","79","02:35:00"
"","","","","","","","","","92","02:35:10"
"","","","","","","","","","76","02:35:20"
"","","","","","","","","","70","02:35:30"
"","","","","","","","","","69","02:35:40"
"","","","","","","","","","69","02:35:50"
"","","","","","","","","","68","02:36:00"
"","","","","","","","","","66","02:36:10"
"","","","","","","","","","65","02:36:20"
"","","","","","","","","","65","02:36:35"
"","","","","","","","","","66","02:36:50"
"","","","","","","","","","66","02:37:05"
"","","","","","","","","","66","02:37:20"
"","","","","","","","","","65","02:37:30"
"","","","","","","","","","66","02:37:40"
"","","","","","","","","","66","02:37:55"
"","","","","","","","","","66","02:38:10"
"","","","","","","","","","66","02:38:25"
"","","","","","","","","","66","02:38:40"
"","","","","","","","","","66","02:38:55"
"","","","","","","","","","66","02:39:00"
"","","","","","","","","","67","02:39:10"
"","","","","","","","","","78","02:39:20"
"","","","","","","","","","79","02:39:30"
"","","","","","","","","","70","02:39:40"
"","","","","","","","","","67","02:39:50"
"","","","","","","","","","67","02:40:00"
"","","","","","","","","","67","02:40:15"
"","","","","","","","","","66","02:40:30"
"","","","","","","","","","66","02:40:45"
"","","","","","","","","","67","02:40:50"
"","","","","","","","","","66","02:41:00"
"","","","","","","","","","66","02:41:10"
"","","","","","","","","","66","02:41:25"
"","","","","","","","","","66","02:41:40"
"","","","","","","","","","67","02:41:50"
"","","","","","","","","","68","02:42:00"
"","","","","","","","","","66","02:42:10"
"","","","","","","","","","65","02:42:20"
"","","","","","","","","","66","02:42:25"
"","","","","","","","","","66","02:42:40"
"","","","","","","","","","66","02:42:55"
"","","","","","","","","","84","02:43:00"
"","","","","","","","","","80","02:43:10"
"","","","","","","","","","76","02:43:20"
"","","","","","","","","","72","02:43:30"
"","","","","","","","","","70","02:43:40"
"","","","","","","","","","69","02:43:50"
"","","","","","","","","","67","02:44:00"
"","","","","","","","","","66","02:44:10"
"","","","","","","","","","65","02:44:20"
"","","","","","","","","","71","02:44:30"
"","","","","","","","","","78","02:44:40"
"","","","","","","","","","71","02:44:50"
"","","","","","","","","","68","02:45:00"
"","","","","","","","","","68","02:45:15"
"","","","","","","","","","70","02:45:20"
"","","","","","","","","","72","02:45:25"
"","","","","","","","","","80","02:45:30"
"","","","","","","","","","85","02:45:35"
"","","","","","","","","","81","02:45:40"
"","","","","","","","","","76","02:45:45"
"","","","","","","","","","68","02:45:50"
"","","","","","","","","","65","02:45:55"
"","","","","","","","","","66","02:46:10"
"","","","","","","","","","64","02:46:20"
"","","","","","","","","","64","02:46:35"
"","","","","","","","","","63","02:46:40"
"","","","","","","","","","65","02:46:50"
"","","","","","","","","","65","02:47:05"
"","","","","","","","","","64","02:47:10"
"","","","","","","","","","64","02:47:15"
"","","","","","","","","","64","02:47:30"
"","","","","","","","","","63","02:47:35"
"","","","","","","","","","62","02:47:40"
"","","","","","","","","","63","02:47:45"
"","","","","","","","","","62","02:47:50"
"","","","","","","","","","61","02:47:55"
"","","","","","","","","","61","02:48:10"
"","","","","","","","","","63","02:48:20"
"","","","","","","","","","63","02:48:35"
"","","","","","","","","","65","02:48:40"
"","","","","","","","","","61","02:48:50"
"","","","","","","","","","61","02:49:00"
"","","","","","","","","","63","02:49:10"
"","","","","","","","","","63","02:49:25"
"","","","","","","","","","62","02:49:40"
"","","","","","","","","","61","02:49:50"
"","","","","","","","","","61","02:50:05"
"","","","","","","","","","63","02:50:20"
"","","","","","","","","","63","02:50:35"
"","","","","","","","","","62","02:50:40"
"","","","","","","","","","61","02:50:50"
"","","","","","","","","","62","02:51:00"
"","","","","","","","","","62","02:51:15"
"","","","","","","","","","63","02:51:20"
"","","","","","","","","","62","02:51:30"
"","","","","","","","","","62","02:51:45"
"","","","","","","","","","62","02:52:00"
"","","","","","","","","","65","02:52:10"
"","","","","","","","","","64","02:52:20"
"","","","","","","","","","66","02:52:30"
